日期,连云港low,连云港high,连云港ave,青岛港low,青岛港high,青岛港ave,三门峡low,三门峡high,三门峡ave,滨州low,滨州high,滨州ave,吕梁low,吕梁high,吕梁ave,百色low,百色high,百色ave,贵阳low,贵阳high,贵阳ave,乌鲁木齐low,乌鲁木齐high,乌鲁木齐ave,内蒙古low,内蒙古high,内蒙古ave
2021-02-01,2450,2490,2470,2450,2490,2470,2400,2440,2420,2410,2450,2430,2400,2440,2420,2380,2420,2400,2330,2370,2350,2820,2860,2840,2590,2630,2610
2021-02-02,2450,2490,2470,2450,2490,2470,2400,2440,2420,2390,2430,2410,2400,2440,2420,2380,2420,2400,2330,2370,2350,2820,2860,2840,2590,2630,2610
2021-02-03,2450,2490,2470,2450,2490,2470,2400,2440,2420,2390,2430,2410,2400,2440,2420,2380,2420,2400,2330,2370,2350,2820,2860,2840,2590,2630,2610
2021-02-04,2450,2490,2470,2450,2490,2470,2390,2420,2405,2380,2420,2400,2390,2420,2405,2360,2400,2380,2330,2370,2350,2820,2860,2840,2590,2630,2610
2021-02-05,2450,2490,2470,2450,2490,2470,2370,2400,2385,2360,2400,2380,2370,2400,2385,2360,2400,2380,2330,2370,2350,2820,2860,2840,2590,2630,2610
2021-02-07,2450,2490,2470,2450,2490,2470,2370,2400,2385,2360,2400,2380,2370,2400,2385,2360,2400,2380,2330,2370,2350,2820,2860,2840,2590,2630,2610
2021-02-08,2450,2490,2470,2450,2490,2470,2370,2400,2385,2360,2400,2380,2370,2400,2385,2360,2400,2380,2330,2370,2350,2820,2860,2840,2590,2630,2610
2021-02-09,2450,2490,2470,2450,2490,2470,2360,2390,2375,2350,2390,2370,2350,2390,2370,2360,2400,2380,2330,2370,2350,2820,2860,2840,2590,2630,2610
2021-02-10,2450,2490,2470,2450,2490,2470,2360,2390,2375,2350,2390,2370,2350,2390,2370,2360,2400,2380,2330,2370,2350,2820,2860,2840,2590,2630,2610
2021-02-18,2450,2490,2470,2450,2490,2470,2360,2390,2375,2350,2390,2370,2350,2390,2370,2360,2400,2380,2330,2370,2350,2820,2860,2840,2590,2630,2610
均价,,,2470.0,,,2470.0,,,2394.5,,,2390.0,,,2393.0,,,2386.0,,,2350.0,,,2840.0,,,2610.0
